processed_text,score,sentiment
getting silly expensive making it 1 screen with no advert at 599 i dont need 2 screen and i dont want advent,1,negativo
doing fraud by netflix i paid 1299 for mobile recharge having netflix subscription but after loging netflix app is saying pay subscribe again,1,negativo
i love the movie and also the squid game when doe season 3 get out,5,contento
very worst 05is my rating,1,insatisfecho
a lot of nice anime series but with german and french subtitle only it pretty annoying,3,positivo
the best streaming app in the world no streaming issue no download issue just a smooth streaming,5,positivo
waste of time,1,negativo
55 op app,5,neutral
hanging on logo,3,neutral
this app is awesome,5,contento
some series like attack on titan lack episode black clover also why is that pls fix thank you,3,neutral
netflix debit my account twice and the subscription wa for a month i thinking about cancelling my subscription if dey keep removing money it hasnt be refunded,1,negativo
amazing but when is there ben 10 season 4,5,positivo
it doesnt let me to unstail ut,1,neutral
myrappp oru apppaaayilo,1,neutral
i hate this app so much,1,insatisfecho
kase bachody ha ye ha,1,contento
i really enjoy netflix but i have not seen any new crime documentary lately i should show the latest documentary when the app is opened i am addicted to these documentary,5,insatisfecho
very very glitchy app im unable to play any video directly have to reopen the video multiple time before it play keep showing a 510 error code,1,positivo
dear development team kindly consider improving and enhancing the filter search button it feel quite inconvenient to browse through the entire catalog just to find a specific movie while we understand this might be part of your marketing strategy for the western market please also take into account the preference,1,contento
netflix is a very good app for watching high quality movie but i am an iranian and i would like the movie to have persian subtitle there are subtitle in different language but there are no persian subtitle i wish i could watch the movie with persian subtitle,3,contento
the lag is immeasurable,1,negativo
love this app please add hindi language so can i enjoy my favorite movie,5,contento
nice good,5,contento
the system think that im using a vpn but im not,1,neutral
slow stream speed decent show to watch expensive price terrible customer service 0 out of 10 if available,1,negativo
satisfaction,5,positivo
most of the anime are not hindi dubbed,1,neutral
absolutely perfect,5,contento
not updating their content movie i canceled my monthly subscription but they still auto deduct on my ewallet what a worse app ever,1,insatisfecho
my experience with the app ha been really good so far but recently it see content of profile is getting mixed up im seeing the content of shared profile in my personal one can it be fixed,3,contento
i like netflix cause is best for tv show and movie,5,contento
keep cracking on mobile device,1,neutral
is not working,1,neutral
