processed_text,score,sentiment
nice wit tauf levels,5,positivo
got addicted candy crush ruined life 2 months worst game ever playing old candy crush score visuals better new candy crush sounds terrible new version candy crush extremely addictive uninstalling game perfect developers ruined updates,1,enojado
fun game get stuck buy gold,2,positivo
addiction playing game another level,5,positivo
good app playing turn screen switch back starts begining loss live strike,1,positivo
good game people ages play,4,contento
great game pass time,5,contento
levels difficult beat make easier earn gold bars please contest impossible win,5,contento
game gets addictive every time play still keep coming back,5,positivo
stress free game game favorite game,5,contento
game best like game,5,contento
entertaining fun pass time road game addictive,5,contento
love game except get stuck level long loses fun play relax able beat level days stressful relaxing,4,contento
mother dearest plays dis game dime tink veryyy fun 8 years old bc clue whats going im 8 tho,5,contento
game much fun relaxing must pretty effects love prizes must want get away relax worlds hustle bustle,5,contento
make candy royale optional,1,neutral
sick kicked middle game losing boosters almost level 5800 programers needs help rewrite need servers need something leave,1,insatisfecho
playing last 10 years good experience,5,contento
320 completely money minded,1,neutral
nice one game maza gaya,5,positivo
levels hard fun please fun playing candy crush saga hard im fedupp cant afford buy gold bars frustrating level hard hard fun even easy levels hardno youse play levels hard boosters win feduplevels hard realy fedupp advertizements long irretatinglevels hard sdvertizes long levels hard boosters win fed upp fun play,5,contento
wonderful game realy like,5,contento
time pass best game,5,contento
good game intresting also,5,positivo
ridiculous lately many ads top,1,negativo
best mind blowing game,4,contento
many fake apps ads game due diligence allowing ads,3,negativo
nice game need stuff help sometimes play days go,4,contento
love play game feel bored,5,contento
good game pass time,5,positivo
open game app showing terms conditions play game read terms wanna play game want accept conditions terms conditions share personal data worst thing sharing data play game one likes share personal datas im gonna uninstall app worst experience ever,1,contento
best mind numbing game,5,positivo
fun game super easy,5,contento
love game cool game super,5,contento
great game fun play easy,5,contento
well im bck tell app works note10 dwn loaded game thru facebook app like pet rescue saga leme connect fbook updated fixed rate 5 stars fixed thx fixing,5,contento
good aap tym pass memories upgraded,5,positivo
instant classic great way pass time waiting doctors visit standing line whatever,5,contento
purchased coins worth20rupees money debited account got unsuccessful refund money,1,negativo
kids said like sub candy crush,5,positivo
cool game kill time,3,insatisfecho
fun game play addictive,5,contento
amazing game luv game,5,contento
yeah good game play least 100 levels day,5,contento
always fun help unwind relax always loved game,5,contento
love game little upset somehow deleted phone start,5,positivo
updated review let know realized need adds almost ready stop playing temu adds never annoyed much waiting get try close keeps opening temu windows doesnt make game fun anymore like game level 3939 shows much giving 1 star used play friends put cartoon people compete dont like,1,contento
game beutiful mind fresher,5,neutral
starting level 1 ughh,5,neutral
business ther watching videos ther give good choise old candyy,2,positivo
pay win suck uninstalling,1,positivo
lots come join us crush soe candy,5,positivo
quite blast play always redone levels hard put,5,positivo
good game also fun free time,5,contento
fine theres much jank stages bit predatory microtransaction bs,4,positivo
relaxing game 4 sure,5,contento
love love love gamevery fast paced enjoying playing,5,contento
would like booster ads back,3,positivo
fun easy got harder,5,contento
game give loads fun life end boredom,5,positivo
tried force players spend money dont levels getting harder harder small chance moves sometime lost candy bombs reason middle game,1,negativo
game fun graphics good specifically stick puppet scary looking could much better,4,contento
dissapp0inted whenever lost life,5,negativo
good good excellent game,5,contento
game fun reason rate 4 stars wastes lack time,4,positivo
multiple times game screen rotate game process close progress lost,1,positivo
great experience like grandsons play also,5,contento
amazing game im interested,5,contento
game challenging new levels new graphics difficult accumulate points boosters done fun,5,positivo
enjoyable im needing pass time,5,positivo
enjoyed game gave experience,5,contento
